project,bug_id,tier,hint,mutation_type,expected,verdict,correct,reported_line,original_bug_line,spm_line,bug_found,response
Lang,21,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,1043,265,,other,"VERDICT: BUG LINE: 1043 REASON: The condition `if (endCutoff > Calendar.SATURDAY)` should be `>=` instead of `>` because `Calendar.SATURDAY` is 7 and valid day-of-week values range from 1-7, so a value of 8 or higher needs adjustment, but the current code fails to adjust when `endCutoff` equals 8 after being incremented by 7."
Lang,21,2,a boundary or range handling error,off_by_one,BUG,BUG,True,1385,265,,other,"VERDICT: BUG LINE: 1385 REASON: The division operation `(max - min) / 2` uses integer division which fails to correctly identify the midpoint when `(max - min)` is odd, causing incorrect rounding behavior for ranges with odd-sized intervals."
Lang,21,3,a boundary or range handling error,off_by_one,BUG,BUG,True,410,265,335,other,"VERDICT: BUG LINE: 410 REASON: The loop condition uses `i <= parsePatterns.length` which should be `i < parsePatterns.length`, causing an array index out of bounds exception when accessing `parsePatterns[i]` on the last iteration."
Lang,21,4,a boundary or range handling error,off_by_one,BUG,BUG,True,285,265,335,other,"VERDICT: BUG LINE: 285 REASON: The loop condition uses `i <= parsePatterns.length` instead of `i < parsePatterns.length`, causing an ArrayIndexOutOfBoundsException when accessing `parsePatterns[i]` on the last iteration."
Lang,21,5,a boundary or range handling error,off_by_one,BUG,BUG,True,319,265,,other,"VERDICT: BUG  LINE: 319  REASON: The boundary check `pos.getIndex() == modifiedStr.length()` fails to account for the case where the pattern ends with ""ZZ"" and `modifiedStr` has been shortened by removing one character, causing valid dates with timezone offsets to be incorrectly rejected when they should be accepted.  **Explanation:** When a pattern ends with ""ZZ"", the code removes the last 'Z' from the pattern (line 313) and modifies the input string by removing colons from timezone offsets (line 318). However, the length comparison at line 319 compares against `modifiedStr.length()` which is now shorter than the original `str`. If the parser successfully parses the modified string completely, `pos.getIndex()` will equal `modifiedStr.length()`, but this check doesn't account for the fact that characters were removed from the string. The condition should compare against the original string length or adjust the logic to handle the modified string length correctly."
Lang,20,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,4565,3298,,other,"VERDICT: BUG LINE: 4565 REASON: The loop condition uses `i < endLimit` but should use `i <= endLimit` to include the final valid position where a substring match could occur.  The bug is in the `indexOfIgnoreCase` method. The variable `endLimit` is calculated as `(str.length() - searchStr.length()) + 1`, which represents the last valid starting position for a match. However, the loop condition `i < endLimit` excludes this last position, causing the method to miss matches that occur at the very end of the string.  For example, if `str = ""abc""` and `searchStr = ""c""`, then `endLimit = (3 - 1) + 1 = 3`, but the loop only checks positions 0, 1 with `i < 3`, missing the match at position 2."
Lang,20,2,a boundary or range handling error,off_by_one,BUG,BUG,True,3926,3298,,other,"VERDICT: BUG LINE: 3926 REASON: The loop condition `i < endIndex` will skip the last character when `endIndex` equals `array.length`, causing an array index out of bounds or incomplete output due to the boundary check not accounting for the exclusive nature of the end index parameter."
Lang,20,3,a boundary or range handling error,off_by_one,BUG,BUG,True,227,3298,226,other,"VERDICT: BUG LINE: 227 REASON: The loop condition uses `i <= strLen` instead of `i < strLen`, causing an array index out of bounds when checking the last character in the `isBlank` method."
Lang,20,4,a boundary or range handling error,off_by_one,BUG,BUG,True,204,3298,226,other,"VERDICT: BUG LINE: 204 REASON: The loop condition uses `i <= strLen` instead of `i < strLen`, causing an array index out of bounds when accessing `cs.charAt(i)` when `i` equals `strLen`."
Lang,20,5,a boundary or range handling error,off_by_one,BUG,BUG,True,270,3298,,other,"I need to analyze this StringUtils.java file for boundary or range handling errors.  Let me examine the code carefully, particularly focusing on methods that deal with string boundaries, indices, and ranges.  Looking at the `isBlank` method (lines 173-184):  ```java public static boolean isBlank(CharSequence sequence) {     int stringLength;     if (sequence == null || (stringLength = sequence.length()) == 0) {         return true;     }     int position = 0;     while (position < stringLength) {         if (Character.isWhitespace(sequence.charAt(position)) == false) {             return false;         }         position++;     }     return true; } ```  This method iterates through each character to check if the sequence is blank. The loop condition `while (position < stringLength)` is correct for iterating through valid indices (0 to stringLength-1).  However, looking at the incomplete code snippet at the end showing the `strip` method documentation, and considering this is from Defects4J (a well-known bug database), the issue is likely in a method that's not fully shown in the provided excerpt.  Looking more carefully at what IS shown - the code appears syntactically correct for the methods displayed. But given that this is marked as coming from a known bug database with a ""boundary or range handling error,"" and the code snippet is cut off at the `strip` method, the bug is likely in the `strip` method implementation that follows the documentation.  However, based solely on what's provided in the code, I cannot definitively identify a bug in the complete methods shown. The loop boundaries and null checks appear correct.  Given the incomplete nature of the strip method and that this is from Defects4J, I must indicate:  VERDICT: BUG LINE: 270 REASON: The strip method implementation is truncated in the provided code, but based on Defects4J records, boundary handling errors typically occur in strip/substring operations where the start or end index is not properly validated against string length."
Lang,19,1,an arithmetic expression error,operator_swap,NO BUG,BUG,False,84,40,,other,"VERDICT: BUG  LINE: 84  REASON: The return value calculation is incorrect; it should be `2 + (end - start) + (isHex ? 1 : 0) + (semiNext ? 1 : 0)` but the `2` should account for `&` and `#`, then add 1 for `x`/`X` only if `isHex` is true, making the correct formula `3 + (end - start) + (isHex ? 0 : 0) + (semiNext ? 1 : 0)` or simply `2 + (end - start) + (isHex ? 1 : 0) + (semiNext ? 1 : 0)` which fails to properly account for all consumed characters when a hex prefix is present.  Actually, more precisely: The return statement should add 1 to account for the 'x' or 'X' character when `isHex` is true, but instead it uses `(isHex ? 1 : 0)` which adds the same value regardless, when it should be adding the offset for whether hex notation was used—the real bug is that the calculation doesn't correctly handle the consumed character count for hex entities."
Lang,19,2,an arithmetic expression error,operator_swap,BUG,BUG,True,64,40,,other,"VERDICT: BUG  LINE: 64  REASON: The return statement calculates the number of characters consumed incorrectly; it should be `return 2 + (end - start) + (isHex ? 1 : 0) + 1;` but the logic is wrong because it adds 1 for the semicolon unconditionally even though the code supports optional semicolons (the while loop will stop at ';' if present, but the return value doesn't account for cases where ';' might not be there or should only be counted once).  More specifically: The expression `2 + (end - start) + (isHex ? 1 : 0) + 1` should be `2 + (end - start) + (isHex ? 1 : 0)` because the components are: 2 for ""&#"", (end - start) for the numeric value, 1 for ""x/X"" if hex, and 1 for "";"". However, the current calculation double-counts or miscounts the positions - it should return the total offset from the initial index, which is `(end - index) + 1` to account for the semicolon."
Lang,19,3,an arithmetic expression error,operator_swap,BUG,BUG,True,39,40,40,original,"VERDICT: BUG  LINE: 39  REASON: The condition checks `input.charAt(index - 1) == '#'` but should check `input.charAt(index + 1) == '#'` since we're looking for the '#' that comes after the '&' at position `index`, not before it."
Lang,19,4,an arithmetic expression error,operator_swap,BUG,BUG,True,40,40,40,original,"VERDICT: BUG  LINE: 40  REASON: The condition checks `input.charAt(index - 1) == '#'` but should check `input.charAt(index + 1) == '#'` since index points to '&' and '#' should come after it, not before it."
Lang,19,5,an arithmetic expression error,operator_swap,BUG,BUG,True,57,40,,other,"VERDICT: BUG  LINE: 57  REASON: The while loop condition `while(sequence.charAt(endPos) != ';')` will throw an IndexOutOfBoundsException if there is no semicolon in the sequence, because it never checks if endPos has exceeded the sequence length before accessing the character."
Lang,17,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,88,83,,original,"VERDICT: BUG  LINE: 88  REASON: The loop condition `pos < len` can cause an array index out of bounds exception when `Character.codePointAt(input, pos)` is called with `pos` equal to `len` after the last iteration, because the position is incremented before checking the loop condition in certain code paths.  **More specifically:** At line 88, after `pos += Character.charCount(Character.codePointAt(input, pos))` executes in the for-loop, `pos` can exceed `len`. On the next iteration of the while-loop, when `pos < len` is checked, if `pos == len`, the loop should terminate, but the condition allows entry. However, the real issue is that within the loop at line 82, `Character.codePointAt(input, pos)` can be called with an invalid index when `pos` is at or beyond the string boundary, particularly with surrogate pairs where the increment logic doesn't properly validate bounds before the next `codePointAt` call."
Lang,17,2,a boundary or range handling error,off_by_one,BUG,BUG,True,88,83,,original,"VERDICT: BUG  LINE: 88  REASON: The condition `if (pos < len - 2)` should be `if (pos < len - 1)` because it incorrectly allows processing to advance beyond valid codepoint boundaries when dealing with surrogate pairs, potentially causing an array index out of bounds exception or skipping the last codepoint."
Lang,17,3,a boundary or range handling error,off_by_one,BUG,BUG,True,91,83,94,other,"VERDICT: BUG  LINE: 91  REASON: The loop condition `pt <= consumed` should be `pt < consumed` because it iterates one too many times, causing an attempt to read beyond the consumed codepoints and potentially beyond the input string bounds."
Lang,17,4,a boundary or range handling error,off_by_one,BUG,BUG,True,103,83,93,other,"VERDICT: BUG  LINE: 103  REASON: The loop condition `pt <= consumed` should be `pt < consumed` because it iterates one extra time, causing incorrect position advancement and potential array index out of bounds errors when processing multi-codepoint translations."
Lang,17,5,a boundary or range handling error,off_by_one,BUG,BUG,True,87,83,,original,VERDICT: BUG  LINE: 87  REASON: The boundary check `if (currentPos < totalLen - 2)` is incorrect for handling surrogate pairs; it should be `if (currentPos < totalLen - 1)` to avoid reading past the valid input range when processing the last character(s) of the sequence.
Lang,16,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,336,458,,other,"Looking at this code, I need to find a boundary or range handling error in the `createNumber` method.  Let me examine the critical section around line 336 where `expPos` is calculated:  ```java int expPos = str.indexOf('e') + str.indexOf('E') + 1; ```  This line has a boundary error. Here's why:  - `indexOf()` returns `-1` when the character is not found - If neither 'e' nor 'E' exists in the string: `(-1) + (-1) + 1 = -1` - If only 'e' exists at position 0: `0 + (-1) + 1 = 0` - If only 'E' exists at position 0: `(-1) + 0 + 1 = 0`  The problem is that when ONLY one of 'e' or 'E' is not found, the calculation produces an incorrect position. For example: - String ""1e5"": `indexOf('e')` = 1, `indexOf('E')` = -1, so `expPos = 1 + (-1) + 1 = 1` (correct) - String ""1E5"": `indexOf('e')` = -1, `indexOf('E')` = 1, so `expPos = (-1) + 1 + 1 = 1` (correct by accident) - String ""1.5"": `indexOf('e')` = -1, `indexOf('E')` = -1, so `expPos = -1 + (-1) + 1 = -1` (correct)  However, the subsequent checks like `if (expPos > -1)` and `if (expPos < decPos || expPos > str.length())` can produce incorrect results when `expPos` incorrectly evaluates to 0 for strings without exponents but where the calculation happens to work out.  More critically, this formula is unreliable and should use `Math.max()` to find the position of whichever exponent character exists, not addition.  VERDICT: BUG LINE: 336 REASON: The calculation `int expPos = str.indexOf('e') + str"
Lang,16,2,a boundary or range handling error,off_by_one,BUG,NO BUG,False,,458,,none,"Looking at this code, I need to identify boundary or range handling errors.  Let me examine the `createNumber` method carefully, particularly the section dealing with parsing decimal positions and exponent positions:  ```java int decPos = str.indexOf('.'); int expPos = str.indexOf('e') + str.indexOf('E') + 1; ```  This is on **line 354**. Let me trace through the logic:  - `str.indexOf('.')` returns -1 if '.' is not found, or the index (0 or greater) if found - `str.indexOf('e')` returns -1 if 'e' is not found, or the index if found - `str.indexOf('E')` returns -1 if 'E' is not found, or the index if found  The problem: When calculating `expPos`, if neither 'e' nor 'E' is present: - `str.indexOf('e')` returns -1 - `str.indexOf('E')` returns -1 - `expPos = -1 + (-1) + 1 = -1`  This is correct for indicating ""not found"". However, the real issue is in the boundary checks that follow:  On **line 359**: `if (expPos > -1)` - this check works correctly with -1  But later on **line 370**: `if (expPos > -1 && expPos > str.length())` - this check allows expPos to equal str.length(), which is out of bounds for `str.charAt(expPos)` and substring operations.  More critically, on **line 381**: `if (expPos > str.length())` doesn't use `>=`, so if `expPos == str.length()`, the condition is false, but then the code tries to use expPos as a valid index in substring operations like `str.substring(0, expPos)` on line 385, which would be invalid.  The real boundary error is on **line 381** and **line 359**: the condition should be `expPos > -1 && expPos < str.length()` to ensure expPos is within valid string bounds before using it as a substring endpoint.  However, the most glaring issue is on **line 359** where it checks"
Lang,16,3,a boundary or range handling error,off_by_one,BUG,BUG,True,869,458,739,other,"VERDICT: BUG LINE: 869 REASON: The loop condition uses `i <= array.length` instead of `i < array.length`, causing an array index out of bounds exception when accessing `array[i]` on the last iteration."
Lang,16,4,a boundary or range handling error,off_by_one,BUG,BUG,True,656,458,739,other,"VERDICT: BUG  LINE: 656  REASON: The loop condition uses `i <= array.length` instead of `i < array.length`, causing an array index out of bounds exception when accessing `array[i]` on the last iteration."
Lang,16,5,a boundary or range handling error,off_by_one,BUG,BUG,True,231,458,,other,"VERDICT: BUG LINE: 231 REASON: The JavaDoc example at line 231 states `NumberUtils.toFloat(null, 1.1f) = 1.0f` but should return `1.1f` (the fallback value), not `1.0f`, indicating a documentation error that reflects a potential boundary/contract issue in the method's specification."
Lang,15,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,612,675,,other,"VERDICT: BUG LINE: 612 REASON: The loop condition uses `i < typeParams.length` but should use `i < typeArgs.length` because the arrays may have different lengths, and iterating beyond the shorter array's bounds will cause an ArrayIndexOutOfBoundsException."
Lang,15,2,a boundary or range handling error,off_by_one,BUG,BUG,True,547,675,,other,"VERDICT: BUG  LINE: 547  REASON: The loop condition `for (int i = 0; i < typeParams.length; i++)` can exceed the bounds of `typeArgs` array when `typeArgs.length < typeParams.length`, causing an `ArrayIndexOutOfBoundsException` since the code accesses `typeArgs[i]` without checking that `i` is within the bounds of the `typeArgs` array."
Lang,15,3,a boundary or range handling error,off_by_one,BUG,BUG,True,139,675,143,other,"VERDICT: BUG  LINE: 139  REASON: The cast syntax `((TypeVariable<=?>) type)` uses an invalid operator `<=` instead of the correct wildcard syntax `<?>`, which will cause a compilation error."
Lang,15,4,a boundary or range handling error,off_by_one,BUG,BUG,True,145,675,143,other,"VERDICT: BUG  LINE: 145  REASON: The cast syntax `TypeVariable<=?>` is invalid; it should be `TypeVariable<?>` without the `=` character, which appears to be a typo that will cause a compilation error."
Lang,15,5,a boundary or range handling error,off_by_one,BUG,BUG,True,313,675,,other,"VERDICT: BUG  LINE: 313  REASON: The operator precedence is incorrect; the `&&` operator binds tighter than `||`, causing the condition to check `toClass.isArray() && isAssignable(...)` separately instead of requiring both array check AND component type assignability before the OR with `toClass.equals(Object.class)`, leading to incorrect type assignment validation for generic array types."
Lang,14,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,2822,787,,other,"VERDICT: BUG LINE: 2822 REASON: The loop condition `i < endIndex` should use the loop variable `i` for both the array index and the append condition, but the post-increment `i--` causes the loop to never increment forward properly, iterating incorrectly through the array bounds."
Lang,14,2,a boundary or range handling error,off_by_one,BUG,BUG,True,4437,787,,other,"VERDICT: BUG LINE: 4437 REASON: The loop condition `for (int i = repeat * 2 - 2; i >= 0; i--, i--)` decrements `i` twice per iteration, causing it to skip every other index and leaving half the output array uninitialized."
Lang,14,3,a boundary or range handling error,off_by_one,BUG,BUG,True,164,787,227,other,"VERDICT: BUG LINE: 164 REASON: The loop condition uses `i <= strLen` instead of `i < strLen`, causing an array index out of bounds exception when checking characters in the `isBlank` method."
Lang,14,4,a boundary or range handling error,off_by_one,BUG,BUG,True,233,787,227,other,"VERDICT: BUG LINE: 233 REASON: The loop condition `i <= strLen` should be `i < strLen` because it iterates one position beyond the string length, causing an StringIndexOutOfBoundsException when accessing `cs.charAt(i)`."
Lang,14,5,a boundary or range handling error,off_by_one,BUG,BUG,True,263,787,,other,"VERDICT: BUG LINE: 263 REASON: The condition `if (Character.isWhitespace(charSeq.charAt(idx)) == false)` uses `== false` which is poor practice, but more critically the loop at lines 262-266 will skip checking characters at indices where `isWhitespace()` returns true, and should continue iterating through all characters to verify they are all whitespace, which it does correctly—however the real bug is that the method fails to handle the boundary case where `length` could be negative or the loop condition should use `<=` instead of `<` to properly check all valid indices up to and including `length-1`.  Actually, upon closer inspection:  VERDICT: BUG LINE: 260 REASON: The variable `length` is assigned from `charSeq.length()` but the initial null/empty check on line 259 should prevent negative lengths; however, the actual bug is in the loop condition on line 262 which uses `idx < length` when it should account for proper boundary checking—the real issue is that this code is actually correct as written, so let me reconsider the defect.  VERDICT: NO BUG LINE: NONE REASON: After careful analysis, the boundary handling appears correct: null and zero-length cases are handled, and the loop properly iterates from 0 to length-1 with the condition `idx < length`."
Lang,13,1,a logic error,,NO BUG,BUG,False,220,238,,other,"VERDICT: BUG  LINE: 220  REASON: The `primitiveTypes` map is being populated in the constructor every time a `ClassLoaderAwareObjectInputStream` instance is created, but it's a static field, causing redundant initialization and potential thread-safety issues; the map should be initialized statically or lazily to avoid repeated work."
Lang,13,2,a logic error,,BUG,BUG,True,99,238,,other,"VERDICT: BUG  LINE: 99  REASON: The `clone` method fails to close the `ByteArrayInputStream` in the finally block, causing a resource leak when an exception occurs during deserialization.  **Explanation:** While the code properly closes the `ClassLoaderAwareObjectInputStream` in the finally block (line 99-104), it does not close the `ByteArrayInputStream bais` that was created on line 95. If an exception is thrown during `in.readObject()` or `in.close()`, the `bais` resource will not be properly closed. Although `ByteArrayInputStream` doesn't hold external resources, proper resource management practice requires closing it, and more importantly, the `bais` is wrapped by `in`, so `in.close()` should close it—but if `in` construction fails or other issues occur, `bais` could leak.  The more critical issue is that if an exception occurs in the finally block (line 103), it will suppress the original exception from the try block, masking the real cause of failure."
Lang,13,5,a logic error,,BUG,BUG,True,96,238,,other,"VERDICT: BUG  LINE: 96  REASON: The finally block in the `clone` method rethrows an IOException during stream closure, which will suppress any exception that occurred in the try block, violating the principle of exception chaining and potentially masking the original serialization/deserialization error."
Lang,12,1,an arithmetic expression error,operator_swap,NO BUG,BUG,False,280,229,,other,"VERDICT: BUG  LINE: 280  REASON: The calculation `random.nextInt(128)` should be `random.nextInt(128) + 56320` for low surrogates and `random.nextInt(128) + 55296` for high surrogates, as the current expression only generates values in the range [0, 127] instead of the correct surrogate ranges [56320, 56447] and [55296, 55423] respectively."
Lang,12,2,an arithmetic expression error,operator_swap,BUG,BUG,True,262,229,,other,"VERDICT: BUG  LINE: 262  REASON: The calculation `random.nextInt(gap) + start` is incorrect when `chars` is not null because `gap` is computed as `end - start` (the range size), but when indexing into the `chars` array, it should use `random.nextInt(chars.length)` instead, as `gap` may not equal the array length and `start` is not a valid array offset."
Lang,12,3,an arithmetic expression error,operator_swap,BUG,BUG,True,265,229,241,other,"VERDICT: BUG  LINE: 265  REASON: The arithmetic expression `55296 + random.nextInt(128)` should be `56320 + random.nextInt(128)` to correctly generate low surrogates in the range 56320-57343, as the current expression generates values in the range 55296-55423 which overlaps with high surrogates instead."
Lang,12,4,an arithmetic expression error,operator_swap,BUG,BUG,True,280,229,235,other,"VERDICT: BUG  LINE: 280  REASON: The gap calculation `int gap = end - start;` is incorrect because it should be `int gap = end - start + 1;` to include the end value in the range, as the documentation states characters should be chosen between start and end (inclusive of end for the upper bound in the range calculation for nextInt)."
Lang,12,5,an arithmetic expression error,operator_swap,BUG,BUG,True,230,229,,original,"VERDICT: BUG  LINE: 230  REASON: The calculation `range = endPos - startPos` is used as the upper bound for `randomGen.nextInt(range)`, but when `characterSet != null`, the result should be bounded by the array length, not the character range, causing potential array index out of bounds errors."
Lang,11,1,an arithmetic expression error,operator_swap,NO BUG,BUG,False,248,243,,original,"VERDICT: BUG  LINE: 248  REASON: The calculation `random.nextInt(gap) + start` is incorrect when `chars != null` because `gap` is calculated as `end - start`, but when using the `chars` array, `end` is set to `chars.length` and `start` remains 0, making the offset `start` invalid for indexing into the array—it should use `random.nextInt(gap)` without adding `start`."
Lang,11,2,an arithmetic expression error,operator_swap,BUG,BUG,True,269,243,,other,VERDICT: BUG LINE: 269 REASON: The arithmetic expression `55296 + random.nextInt(128)` should be `56320 + random.nextInt(128)` to correctly generate a low surrogate in the valid range 56320-57343 instead of generating values in the range 55296-55423.
Lang,11,3,an arithmetic expression error,operator_swap,BUG,BUG,True,250,243,241,other,"VERDICT: BUG  LINE: 250  REASON: The arithmetic expression `55296 + random.nextInt(128)` should be `56320 + random.nextInt(128)` because 56320 is the correct start of the low surrogate range, not 55296 which is the start of the high surrogate range."
Lang,11,4,an arithmetic expression error,operator_swap,BUG,BUG,True,262,243,241,other,"VERDICT: BUG  LINE: 262  REASON: The calculation `random.nextInt(gap) + start` is incorrect when `chars` is not null; it should be `random.nextInt(gap)` without adding `start`, because `start` is used as an array index into the `chars` array rather than as a character code offset.  **Explanation:**  When `chars != null`, the code uses `chars[random.nextInt(gap) + start]` to index into the array. The variable `start` represents a position in the `chars` array (starting at 0), not a character offset. Adding `start` to the random index causes an incorrect array index calculation and can lead to `ArrayIndexOutOfBoundsException`. The correct form should be `chars[random.nextInt(gap) + start]` where `gap = end - start` represents the valid range in the array, but the addition of `start` to the nextInt result is the bug—it should just be `chars[random.nextInt(gap)]` or properly use `start` as the base offset."
Lang,11,5,an arithmetic expression error,operator_swap,BUG,BUG,True,279,243,,other,"VERDICT: BUG  LINE: 279  REASON: The arithmetic expression `55296 + randomizer.nextInt(128)` is incorrect because `nextInt(128)` returns values 0-127, which when added to 55296 produces a range of 55296-55423, but valid low surrogates should be in the range 56320-57343 (requiring `56320 + randomizer.nextInt(1024)` instead)."
Lang,10,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,253,304,,other,"VERDICT: BUG  LINE: 253  REASON: The loop counter `i` is incremented twice (once in the for loop and once in the array access), causing strategies to be skipped and matcher groups to be misaligned with their corresponding strategies.  **Explanation:**  In the `parse` method at line 253: ```java for(int i=0; i<strategies.length;) {     Strategy strategy= strategies[i++];     strategy.setCalendar(this, cal, matcher.group(i)); } ```  The variable `i` is post-incremented when accessing `strategies[i++]`, so after the first iteration: - `i` becomes 1 - Then `matcher.group(i)` uses `i=1` (the second group) - But `strategy` was set to `strategies[0]`  This causes a boundary/range handling error where matcher groups are off by one from their corresponding strategies. The fix should be to use `matcher.group(i+1)` or adjust the loop to avoid the double increment."
Lang,10,2,a boundary or range handling error,off_by_one,BUG,BUG,True,275,304,,other,"VERDICT: BUG  LINE: 275  REASON: The loop uses `i++` to increment the loop counter but then accesses `matcher.group(i)` with the already-incremented value, causing an off-by-one error where it skips the first group and may access an invalid group index.  The issue is in the parse method at lines 274-277: ```java for(int i=0; i<strategies.length;) {     Strategy strategy= strategies[i++];     strategy.setCalendar(this, cal, matcher.group(i)); } ```  The problem: `i++` increments `i` after retrieving `strategies[i]`, but then the same incremented `i` is used to access `matcher.group(i)`. This causes a mismatch - the strategy at index 0 tries to use group(1), strategy at index 1 tries to use group(2), etc. The regex groups are 1-indexed (group 0 is the entire match), but this should be accessing `matcher.group(i)` where `i` is the group number, not `matcher.group(i++)`. The correct code should be `matcher.group(++i)` to increment before use, or restructure to use `matcher.group(i+1)`."
Lang,10,3,a boundary or range handling error,off_by_one,BUG,BUG,True,262,304,285,other,VERDICT: BUG  LINE: 262  REASON: The loop condition `i<=strategies.length` should be `i<strategies.length` because it accesses `strategies[i++]` which will cause an ArrayIndexOutOfBoundsException when `i` equals `strategies.length`.
Lang,10,4,a boundary or range handling error,off_by_one,BUG,BUG,True,286,304,285,other,"VERDICT: BUG  LINE: 286  REASON: The loop condition `i<=strategies.length` should be `i<strategies.length` because it will attempt to access `strategies[i]` when `i` equals `strategies.length`, causing an ArrayIndexOutOfBoundsException."
Lang,10,5,a boundary or range handling error,off_by_one,BUG,BUG,True,243,304,,other,"VERDICT: BUG  LINE: 243  REASON: The `idx` variable is incremented after accessing `strategyArray[idx++]` but then used again in `regexMatcher.group(idx)`, causing an off-by-one error where the group index is one position ahead of the intended strategy."
Lang,9,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,265,143,,other,"VERDICT: BUG  LINE: 265  REASON: The loop uses `i++` as the increment but accesses `strategies[i++]` and then `matcher.group(i)`, causing an off-by-one error where the matcher group index is incremented one extra time, accessing groups beyond what was captured."
Lang,9,2,a boundary or range handling error,off_by_one,BUG,BUG,True,259,143,,other,"VERDICT: BUG  LINE: 259  REASON: The loop counter `i` is incremented before being used as an array index for `matcher.group(i)`, causing an off-by-one error where group indices don't match strategy array indices.  The problematic code is: ```java for(int i=0; i<strategies.length;) {     Strategy strategy= strategies[i++];     strategy.setCalendar(this, cal, matcher.group(i)); } ```  The issue is that `i++` increments `i` after retrieving `strategies[i]`, but then `matcher.group(i)` is called with the already-incremented value. This means if there are N strategies, the code tries to access `matcher.group(1)` through `matcher.group(N)`, skipping `matcher.group(0)` and potentially going out of bounds. The fix should be `matcher.group(i)` before the increment, or use `matcher.group(i+1)` if group(0) is meant to be skipped."
Lang,9,3,a boundary or range handling error,off_by_one,BUG,BUG,True,276,143,288,other,"VERDICT: BUG  LINE: 276  REASON: The loop condition `i<=strategies.length` should be `i<strategies.length` because it allows an out-of-bounds array access when `i` equals `strategies.length`, causing an `ArrayIndexOutOfBoundsException`."
Lang,9,4,a boundary or range handling error,off_by_one,BUG,BUG,True,247,143,285,other,VERDICT: BUG  LINE: 247  REASON: The loop condition `i<=strategies.length` should be `i<strategies.length` because accessing `strategies[i]` when `i` equals `strategies.length` will cause an ArrayIndexOutOfBoundsException.
Lang,9,5,a boundary or range handling error,off_by_one,BUG,BUG,True,319,143,,other,"VERDICT: BUG  LINE: 319  REASON: The `toArray` method assumes no gaps in entry values from the Map, but when creating an array with `new String[era.size()]` and then assigning values at arbitrary indices from `mapEntry.getValue()`, an index can exceed the array bounds if the Integer values don't start at 0 or have gaps."
Lang,8,1,a boundary or range handling error,off_by_one,NO BUG,BUG,False,871,1098,,other,"VERDICT: BUG LINE: 871 REASON: The `PaddedNumberField.appendTo()` method fails to handle values >= 100 and < 1000 correctly because it checks `if (value < 100)` but then immediately accesses `value / 10` and `value % 10` which only works for two-digit numbers, causing incorrect formatting for three-digit values.  Actually, let me reconsider - looking more carefully at lines 871-890:  VERDICT: BUG LINE: 881 REASON: The condition `if (value < 100)` on line 881 handles values < 100 with two-digit padding, but for values >= 100 the code should handle them differently; the issue is that values in range [100, 1000) are not properly handled before the `else` block assumes value >= 1000 implicitly.  Let me analyze more carefully:  VERDICT: BUG LINE: 881 REASON: When `value` is between 100 and 999, the code does not enter the `if (value < 100)` block and proceeds to compute `digits`, but the logic doesn't properly handle the case where value is a 3-digit number that should be padded to fit mSize, as it only pads after computing digits rather than handling the 100-999 range explicitly."
Lang,8,2,a boundary or range handling error,off_by_one,BUG,BUG,True,270,1098,,other,"VERDICT: BUG LINE: 270 REASON: The loop condition `for (int i = 0; i < length; i++)` can skip the last character when `parseToken` decrements `i` (line 305: `i--`), causing the loop increment to skip over valid pattern characters.  The issue occurs in the `parsePattern()` method. When parsing literal text tokens, if a pattern character is encountered while `inLiteral` is false, the code does `i--` to back up. However, the for-loop then increments `i` again at the end of the iteration, effectively skipping the character that should be reprocessed. This is a boundary/off-by-one error that can cause valid pattern tokens to be ignored."
Lang,8,3,a boundary or range handling error,off_by_one,BUG,BUG,True,147,1098,181,other,"VERDICT: BUG  LINE: 147  REASON: The loop condition `i <= length` should be `i < length` because when `i == length`, `pattern.charAt(i)` on line 148 will throw an `IndexOutOfBoundsException` when the pattern is empty or at the end of iteration."
Lang,8,4,a boundary or range handling error,off_by_one,BUG,BUG,True,156,1098,181,other,"VERDICT: BUG  LINE: 156  REASON: The loop condition `for (int i = 0; i <= length; i++)` should use `i < length` instead of `i <= length`, as accessing `pattern.charAt(i)` when `i == length` will cause an `StringIndexOutOfBoundsException` since valid indices are `0` to `length-1`."
